Filename,Caption,Detected Objects
It_is_said_that_a_ghost_walks_the_tunnel_with_it_s.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
A_young_man_named_Andrew_who_was_gay_finally_decid.png,a woman holding a teddy bear in her hand .,"book jacket, dust cover, dust jacket, dust wrapper (0.29), cellular telephone, cellular phone, cellphone, cell, mobile phone (0.07), lighter, light, igniter, ignitor (0.05), scorpion (0.04), television, television system (0.04)"
The_old_River_Station_building_was_a_train_station.png,a train on a track near a building,"passenger car, coach, carriage (0.82), doormat, welcome mat (0.04)"
people_hear_things_when_they_are_cleaning_after_sc.png,a close up of a train on a train track,"ski (0.20), combination lock (0.10), buckle (0.06), scoreboard (0.04), shield, buckler (0.02)"
the_ghost_of_Julie_Stabb_is_seen_on_the_2nd_floor_.png,a group of people standing next to each other .,"window shade (0.20), space heater (0.11), grille, radiator grille (0.05), grand piano, grand (0.04), solar dish, solar collector, solar furnace (0.04)"
This_Factory_was_burned_down_twice_in_the_early_19.png,a person on a skateboard on a ramp .,"harmonica, mouth organ, harp, mouth harp (0.40), guillotine (0.03), rifle (0.03), space bar (0.02), fountain pen (0.02)"
Historical_Red_House___The__Mistress_of_Red_House_.png,a group of people standing next to each other .,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour (0.38), dome (0.13), buckle (0.10), shield, buckler (0.02), doormat, welcome mat (0.02)"
Beck_Hall___Apparitions_seen_.png,a group of people standing on top of a lush green field .,"digital clock (0.46), theater curtain, theatre curtain (0.23), scoreboard (0.09), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.02)"
About_a_half_block_into_the_woods_off_the_side_of.png,a view of a lake with a boat in the distance .,"spotlight, spot (0.30), stage (0.28), beacon, lighthouse, beacon light, pharos (0.05), scuba diver (0.02), wreck (0.02)"
Atkin_Hall___Atkin_Colby_Hall_is_10_stories_tall_p.png,a tall building with a clock on it,"scoreboard (0.48), palace (0.15)"
Room_17__is_haunted_by_a_female_ghost_in_what_is_n.png,a pair of scissors sitting on top of a table .,"accordion, piano accordion, squeeze box (0.54), prayer rug, prayer mat (0.12), book jacket, dust cover, dust jacket, dust wrapper (0.05), comic book (0.03)"
4_different_ghosts_have_been_seen__Lady_in_White_w.png,a close up of a stop sign with a sky background,"lighter, light, igniter, ignitor (0.48), buckle (0.09), street sign (0.06), wallet, billfold, notecase, pocketbook (0.05), traffic light, traffic signal, stoplight (0.04)"
Sounds_of_a_horse_taking_off_through_the_cemetery.png,a group of people sitting on a park bench .,"picket fence, paling (0.38), worm fence, snake fence, snake-rail fence, Virginia fence (0.20), alp (0.02)"
There_are_lights_in_the_back_corner_of_the_cemeter.png,a birthday cake with a train on it,"CD player (0.22), tape player (0.13), cassette player (0.11), combination lock (0.11), digital watch (0.07)"
The_claimed_incidents_began_in_1974_and_lasted_unt.png,a close up of a pair of scissors,"doormat, welcome mat (0.09), buckle (0.08), prayer rug, prayer mat (0.07), traffic light, traffic signal, stoplight (0.07), digital watch (0.03)"
a_long_long_time_ago_there_was_a_boy_ice_fishing_o.png,a kite flying in the sky near a building .,"beacon, lighthouse, beacon light, pharos (0.64), boathouse (0.06), church, church building (0.05), barn (0.03)"
behind_this_small_graveyard_on_a_hill_there_is_a_g.png,a sign that is on the side of a building .,"digital watch (0.11), digital clock (0.09), scoreboard (0.04), slot, one-armed bandit (0.03), stopwatch, stop watch (0.03)"
It_is_said_that_you_can_hear_her_crying_and_callin.png,a clock on the side of a building .,shoji (0.86)
Witnesses_report_hearing_children_s_screams__and_s.png,a picture of a clock on a wall .,"scoreboard (0.64), slot, one-armed bandit (0.10), comic book (0.02), book jacket, dust cover, dust jacket, dust wrapper (0.02)"
Bulit_over_an_old_coal_mine__footsteps_and_talking.png,a couple of animals that are standing in the grass .,"umbrella (0.10), park bench (0.06), swing (0.06), shovel (0.03), fur coat (0.03)"
there_was_an_explosion_in_the_mine_that_killed_40.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_dorms_are_known_to_be_haunted___at_night_you_c.png,a close up of a mirror on a wall,"cassette player (0.13), wallet, billfold, notecase, pocketbook (0.07), loudspeaker, speaker, speaker unit, loudspeaker system, speaker system (0.05), cassette (0.03), reflex camera (0.03)"
If_you_go_to_Moody_s_road_at_night__flash_your_bri.png,a large building with a clock on the front of it .,"palace (0.46), castle (0.16), church, church building (0.08), monastery (0.04), bell cote, bell cot (0.02)"
Most_of_the_occurrences_happen_on_the_elevator_and.png,a close up of a nintendo wii game system,"slot, one-armed bandit (0.85)"
The_building_is_an_old_Hospital__It_is_said_that_m.png,a group of different types of different colored ties .,"digital clock (0.37), scoreboard (0.31), slot, one-armed bandit (0.11), abacus (0.04), remote control, remote (0.02)"
Reports_of_phantom_cars_chasing_people_.png,a close up of a person holding a skate board,"pool table, billiard table, snooker table (0.15), balance beam, beam (0.10), parallel bars, bars (0.05), theater curtain, theatre curtain (0.04), home theater, home theatre (0.03)"
People_have_seen_a__woman__standing_on_Stewart_s_R.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Reports_of_flash_lights_stop_working__only_to_work.png,a close up of a remote control on a table,"prayer rug, prayer mat (0.18), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.11), maze, labyrinth (0.07), digital clock (0.04), slot, one-armed bandit (0.03)"
Just_off_Port_Republic_Road_sets_General_Turner_As.png,a building with a sign on the side of it,"barn (0.22), boathouse (0.14), bannister, banister, balustrade, balusters, handrail (0.09), church, church building (0.09), solar dish, solar collector, solar furnace (0.07)"
The_school_has_been_rotting_for_over_20_years_in_t.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Thompson_Hall___In_Thompson_Hall__In_the_girls_roo.png,a room with a wooden floor and a large window .,"prayer rug, prayer mat (0.45), doormat, welcome mat (0.12), four-poster (0.07), theater curtain, theatre curtain (0.07), home theater, home theatre (0.05)"
In_the_1800_s_a_woman_was_hung_off_the_side_of_thi.png,a black and white photo of a building,"boathouse (0.41), barn (0.16), church, church building (0.07), picket fence, paling (0.04), window screen (0.04)"
Pictures_have_been_taken_at_night__and_mysterious.png,a red fire hydrant sitting in front of a building .,"boathouse (0.43), lakeside, lakeshore (0.08), worm fence, snake fence, snake-rail fence, Virginia fence (0.04), palace (0.02), monastery (0.02)"
Reports_of_hearing_small_children_s_voices_laughin.png,a close up of a train on a train track,"doormat, welcome mat (0.89)"
Tall_dark_and_handsome___If_you_drive_down_Elizavi.png,a red fire hydrant in front of a building .,"boathouse (0.81), mobile home, manufactured home (0.13)"
There_is_the_remains_of_an_old_bridge_connecting_t.png,a large building with a clock on the front of it .,"barn (0.54), church, church building (0.22), bell cote, bell cot (0.04)"
One_of_the_apartments___Things_such_as_the_shower.png,a living room with a couch and a table,"window shade (0.17), shoji (0.06), sliding door (0.03), radiator (0.03), window screen (0.03)"
Late_at_night_near_the_juice_bar_of_the_club__you.png,a group of people standing on top of a lush green field .,"scoreboard (0.54), comic book (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.04), prayer rug, prayer mat (0.03), street sign (0.03)"
Crossroads_cemetery___noises_and_faint_moving_ligh.png,a mirror with a reflection of a mirror,"lipstick, lip rouge (0.17), window shade (0.15), lighter, light, igniter, ignitor (0.06), digital clock (0.05), fountain pen (0.03)"
There_is_an_old_woman_that_sits_in_auditorium_numb.png,a man is standing in front of a window,"freight car (0.39), window shade (0.15), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.05), oil filter (0.02)"
Lutheran_Holmes_now_a_nursing_home_use_to_be_an_or.png,a red and white bus parked in front of a building .,"beacon, lighthouse, beacon light, pharos (0.27), coffee mug (0.10), water tower (0.04), soap dispenser (0.02), candle, taper, wax light (0.02)"
basically_the_story_about_these_tracks_is_that_a_m.png,a close up of a pair of scissors,"flagpole, flagstaff (0.12), sundial (0.11), lakeside, lakeshore (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.03), seashore, coast, seacoast, sea-coast (0.03)"
The_land_that_the_Moose_now_stands_on_was_the_prev.png,a collage of photos with a sign on the wall,"book jacket, dust cover, dust jacket, dust wrapper (0.44), comic book (0.21), cassette (0.07), lighter, light, igniter, ignitor (0.03)"
Has_known_to_have_a_ghost_in_an_upstairs_room_and.png,a group of people standing next to each other .,"slot, one-armed bandit (0.80), prayer rug, prayer mat (0.10)"
It_was_a_military_base_in_WWI_and_a_TB_hospital_du.png,a street sign on a pole on a city street,"mobile home, manufactured home (0.20), book jacket, dust cover, dust jacket, dust wrapper (0.04), comic book (0.04), traffic light, traffic signal, stoplight (0.03), prison, prison house (0.03)"
On_tunnel_mill_road_the_bridge_by_a_poor_bum_that.png,a train traveling over a bridge over a river .,"dam, dike, dyke (0.62), pier (0.07), suspension bridge (0.05), bannister, banister, balustrade, balusters, handrail (0.02)"
this_old_resort_which_is_said_to_be_haunted_by_a_b.png,a large building with a clock on it,"comic book (0.17), book jacket, dust cover, dust jacket, dust wrapper (0.13), wallet, billfold, notecase, pocketbook (0.07), mailbag, postbag (0.06), prayer rug, prayer mat (0.04)"
Bed_and_Breakfast___reports_of_visitors_feeling_a.png,a bedroom with a bed and a dresser,"four-poster (0.65), quilt, comforter, comfort, puff (0.05), cradle (0.02), pillow (0.02)"
Some_times_you_will_be_walking_past_the_old_hospit.png,a picture of a person with a laptop .,"shoji (0.22), window screen (0.17), vending machine (0.16), monitor (0.03)"
the_first_murder_in_Mundelein_took_place_in_this_h.png,a close up of a number of signs on a building,"prayer rug, prayer mat (0.43), comic book (0.05), doormat, welcome mat (0.04), digital watch (0.04), scoreboard (0.02)"
On_certain_nights__some_have_seen_a_man_s_torso_fl.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
This_cemetery__with_headstones_dating_back_to_the.png,a group of people standing next to a fire hydrant .,"palace (0.36), castle (0.12), monastery (0.10), pedestal, plinth, footstall (0.06), church, church building (0.05)"
inside_the_school_you_can_see_a_shadow_of_a_person.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
A_helicopter_crash_left_large_chunks_of_metal_from.png,a man standing in front of a train station .,"handkerchief, hankie, hanky, hankey (0.94)"
Old_white_house_around_the_point__Several_odd_vapo.png,a red brick building with a clock tower .,"palace (0.54), monastery (0.16), castle (0.04), car mirror (0.03), lakeside, lakeshore (0.03)"
Fremd_High_School_Pool___In_the_1970_s_a_girl_drow.png,a bunch of different colored vases on display,"slot, one-armed bandit (0.38), vending machine (0.36), combination lock (0.03)"
If_you_walk_from_Weirwood_to_the_Pax_City_Hall_at.png,a man flying a kite in a blue sky .,"airship, dirigible (0.15), altar (0.07), comic book (0.04), scoreboard (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.03)"
There_is_a_stream_behind_the_park_that_has_some_od.png,a close up of a book on a bed,"wallet, billfold, notecase, pocketbook (0.35), mailbag, postbag (0.08), tray (0.06), binder, ring-binder (0.05), purse (0.03)"
back_in_the_early_1900_s_the_state_wanted_to_build.png,a black and white photo of a clock tower .,"organ, pipe organ (0.43), space heater (0.24), tape player (0.03), cassette player (0.02), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.02)"
There_is_a_weird_woman_and_man_on_the_top_floor__y.png,a large building with a clock on it .,"palace (0.09), cinema, movie theater, movie theatre, movie house, picture palace (0.06), window screen (0.04), shopping basket (0.04), hamper (0.03)"
Near_the_same_spot_where_the_old_man_may_be_seen_w.png,a close up of a person holding a frisbee,"slot, one-armed bandit (0.61), shield, buckler (0.04), digital watch (0.02), television, television system (0.02)"
The_spirit_of_a_woman_is_often_seen_pacing_along_t.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
supposedly_a_couple_was_murdered_here__and_at_midn.png,a fire hydrant on the side of the street .,"organ, pipe organ (0.27), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.03), parking meter (0.02), vault (0.02)"
At_the_Fox_River_Front_there_is_a_dam__Many_people.png,a group of people riding on the backs of horses .,"palace (0.41), thresher, thrasher, threshing machine (0.05), tile roof (0.04), pedestal, plinth, footstall (0.04), monastery (0.03)"
